"xA","xB","x01","x02","x03","x04","x05","x06","response_1"
"A1","B1",115.475378098897,66.7059540813397,155.227221974894,105.004796090394,105.447876866843,97.5337466997842,1.79974307658974
"A1","B1",117.656841619666,66.6832082452623,156.485430662523,106.812529978313,95.8738930871219,98.1039064998454,-2.60231571251875
"A1","B1",117.026104428925,67.2560475632799,156.060616065752,104.61567435384,103.157637056339,97.7276952299757,-3.62181433863207
"A1","B1",115.74131987863,67.1838211549209,159.266741484777,104.336119652598,106.383335742544,97.4280109505557,1.61189816327642
"A1","B1",116.187256948705,66.9617431871365,155.736996666762,108.797008935484,93.4945601350705,97.6966687324285,1.31282248772556
"A1","B1",116.669907814784,67.4236511400693,154.150131327136,108.3941322932,92.3443211024688,97.8436764049748,1.15411023918904
"A1","B1",120.333424364038,66.9446919197181,152.474215388654,104.870274989458,101.671993485825,97.6479653977218,10.09163394482
"A1","B1",118.237248327074,67.4598860851651,156.773903936354,102.265232598749,94.0350128998545,97.8514667599827,-4.71092638491298
"A1","B1",117.383042996528,66.7036954576064,155.472987372165,107.248660133433,97.3340360305371,97.9518551238212,3.63380099371537
"A1","B1",120.311422341153,66.8216020683161,153.713716052377,104.768957053787,102.896801875188,97.5973393972897,8.71028629515035
"A1","B1",118.462747357084,66.5924778712173,157.570299779562,108.023079532045,118.722536746719,98.4484250260529,1.589975177784
"A1","B1",117.483355098109,66.7133703233523,154.278884799759,109.009430869966,114.411863060398,97.5706143549998,2.21734876137442
"A1","B1",117.838513900916,67.5599014416589,152.966565841898,107.938394118989,99.1270208618617,97.3322881917928,0.210174671347609
"A1","B1",119.743220546733,66.7168303866033,153.124717095522,102.502506181178,106.611188660008,97.7003623846156,6.21529019518741
"A1","B1",115.297494796316,67.1232064610773,155.767909914274,105.354182018015,108.072098149424,97.3378064805252,2.82540616613094
"A1","B1",118.033676974019,67.496130972143,154.815709403539,109.831770917095,90.6067994857551,97.535931471878,-2.34663279304382
"A1","B1",117.843404060096,66.4860917739774,149.63969863818,106.427078996964,101.491655445818,97.5234005073491,7.37278701690468
"A1","B1",116.528264960238,66.9834019076889,154.403725537581,104.049840520377,98.8859995972242,97.5264971248155,-1.05153956655386
"A1","B1",115.856842284424,66.1267338421753,155.082196640176,107.362153335699,117.483425624497,97.8070552677223,3.04590902932325
"A1","B1",116.550777832176,68.1297956881218,156.413953614806,98.4644454221447,100.1482991992,97.2262447322856,0.183969803740711
"A1","B1",118.651119104325,67.4737508102454,153.874490208537,104.373103434413,108.946846457631,97.3790318791528,-0.990110005550791
"A1","B1",117.559599095757,65.9594420388673,149.286974515163,105.753494897823,101.495420378348,97.560480878335,15.4169189206892
"A1","B1",117.474806062282,66.3758780946286,160.917792715915,104.913804236804,101.032343395568,96.8925672315201,3.54373674477378
"A1","B1",118.655731339302,66.9734578678051,156.469100025388,101.640258441918,98.4335564657654,97.5171176828107,2.48332181407558
"A1","B1",117.264398909611,67.0462457873963,161.026434750886,105.812317821857,108.755949485651,97.1745010307425,0.0140834677602595
"A1","B1",121.402449533941,67.2326914411355,162.946724730774,107.933835309192,76.1198143341433,97.332501070971,19.6603262351811
"A1","B1",116.048262566459,67.4006671452924,156.560745097063,105.819245418171,108.919104577843,97.8769429480021,-0.00239381958322044
"A1","B1",116.034594664788,67.4371708158894,156.804640243147,104.426229246096,93.2333766048679,97.9017816816323,-1.84361584891999
"A1","B1",118.173877789182,65.9641748696252,158.717861690598,105.763407741544,105.421246431952,97.1689147845677,8.16892515560631
"A1","B1",116.056459204806,67.4888258257528,154.797195794524,106.441370840232,100.04789769474,97.6912965703679,1.07987996618861
"A1","B1",119.740223061878,66.326004774039,156.230260691509,99.9057979273681,104.930632636479,97.2644593197393,5.65325466218548
"A1","B1",118.947345857668,66.3802253342418,155.598516246791,107.772395312936,91.5961137246609,97.6370716170856,5.15699977211996
"A1","B1",116.813455778994,67.1457531753699,159.18313213963,103.749803517927,103.750830393315,97.4733462369042,-1.16074256731516
"A1","B1",117.250449635773,66.8878783260095,157.255721020808,108.569234465065,105.78473240039,97.3393312314493,1.34467451948038
"A1","B1",116.891644476454,66.245762922318,149.690866347644,108.63185820524,91.3317495784068,97.9678661625598,13.2826416152528
"A1","B1",119.522711535161,66.6619046203932,160.217980100663,102.601617875131,104.699983094929,97.6114148664949,7.80677236001693
"A1","B1",118.074685744232,66.9156774183249,159.59136285668,102.07446654655,97.0048738911352,97.426456359308,-1.17830276613218
"A1","B1",116.074651554933,66.5612385349434,157.678803698158,109.80153658804,97.1078077682355,96.9781854799903,4.00005122088857
"A1","B1",116.636653373139,66.8646827862717,155.462135974764,103.97837398859,112.419959518063,97.7434786355005,-2.07781440423686
"A1","B1",118.583502424163,67.2409153539999,153.849753297024,106.848842291859,105.928410692678,98.1191249700544,-0.989713535139591
"A1","B1",119.236459555386,67.7327578575066,157.439098193964,103.810804436437,87.4955585720043,97.2970479105375,4.05707423213537
"A1","B1",118.968380522076,67.0117518665973,158.453854647646,104.863277187045,88.0943582777775,97.6819988980906,-1.32171332916264
"A1","B1",115.1578409233,67.2522769468333,154.959620488349,107.559967299625,96.7538122710794,98.003741207902,2.04072691662589
"A1","B1",116.517210361975,66.8826461458967,161.163904039615,109.573374524027,104.232208916372,97.2415721243405,1.03160563518561
"A1","B1",118.07856867734,67.3939712402595,159.358290139007,102.494933526213,93.9660186989984,97.4623851299288,-0.366555676099468
"A1","B1",116.87098529982,66.696053684939,152.576326929491,106.074555554808,97.5742832223382,97.2701521394369,3.41804929958439
"A1","B1",118.124650858175,65.8287261829774,157.722995937076,105.51590869575,103.773400499992,98.0689693262735,11.3157610611631
"A1","B1",117.916573204482,68.0539422843515,156.625850881716,104.765254157102,96.1829025340656,97.1929266908197,-3.11095200599208
"A1","B1",118.528136382506,67.1715762016295,156.629764528391,106.601274853873,111.833922257315,97.3621079763518,-1.388022086981
"A1","B1",119.148060590395,67.3268866942895,159.287473926803,106.004708850596,115.422588557728,97.8173413044136,2.5125252513634
"A1","B1",117.35881233684,66.3669643800064,155.157051377164,107.924978994689,98.7844788919907,98.0499432617712,1.94261677007844
"A1","B1",115.778095602824,66.9214807714311,160.46567853691,104.305517015264,99.187405701728,97.9296642960293,0.57004780209589
"A1","B1",117.73311134361,67.2544973113313,156.996331146045,105.878816251875,96.4362696089326,97.5107804247039,-0.619859960935077
"A1","B1",116.780918646446,66.7350493994098,155.162659962558,103.598571490847,91.5591981775042,98.0103581052794,0.176083798393767
"A1","B1",114.255711863608,66.5580020153204,158.752932200957,105.960956718228,101.03413491935,97.1381228598937,5.07862947125418
"A1","B1",119.049393982672,67.6476428337113,153.465370780713,103.167802811931,115.398236297617,97.7911625119005,2.57682005098959
"A1","B1",114.307997766518,66.9617981583936,158.365873032925,105.53486702583,108.165222079826,97.8292445460613,1.50304099387083
"A1","B1",117.044794547065,66.8819033851097,152.401036130399,105.785552216438,103.153445983965,97.260687488094,4.9485015874637
"A1","B1",119.309807279619,67.1815142053501,158.534164199597,106.196966528068,113.47716154151,97.5316460166675,2.13581291998615
"A1","B1",115.684114537829,67.3784234451645,161.777452015024,107.334861721592,108.490180967888,97.5558589934509,3.90574103630063
"A1","B1",118.616247017704,66.3962337123022,158.901968781879,102.131392546356,91.3245191036052,97.540184942583,8.28458406884865
"A1","B1",119.71960853484,66.0435968018769,152.79191598806,112.001252530279,104.555306481355,97.544258789568,12.2212688405763
"A1","B1",117.150718141343,66.8366101568887,156.351149053457,105.350785377491,98.2775661886375,97.0507830892356,0.12947002282029
"A1","B1",118.371186784454,66.5635834913419,160.443601939896,105.328395130231,109.91864918478,97.5863882677921,3.56332284485012
"A1","B1",115.37257160079,66.0192608300532,158.734021945874,104.20994555473,95.420650151255,97.502165721007,6.71440168412743
"A1","B1",118.548340406171,67.045415261556,154.157449364828,104.053966602655,107.224784022472,97.2126980953996,-1.41979278282708
"A1","B1",118.731275913403,65.9273583525747,160.529978486883,106.428182938099,101.144624515599,98.1054053613096,10.6863628834151
"A1","B1",117.060537940541,67.3255407738752,155.761522318829,108.099995793298,95.5149179493617,98.3974482941777,-2.04806128386185
"A1","B1",117.636257866254,66.8171554474064,154.267276206317,106.598332716793,101.358895832979,97.7622217678332,0.0307369032199055
"A1","B1",116.865882001398,65.7781254807004,157.477194546957,102.929102000351,108.713763428881,97.1551424073782,7.26743819464653
"A1","B1",120.479798280642,67.8628128328117,152.402059308568,107.953914469797,102.740869817648,97.9474043720986,2.87417081630735
"A1","B1",115.640592390268,65.9196298739258,158.848655690291,105.227156956778,97.9687448384037,97.3945973721557,3.06298281860395
"A1","B1",117.232229714572,66.8699188124751,154.069933414171,107.89077677221,85.6148444829399,97.6889204238651,-0.158733454963182
"A1","B1",116.637083485901,66.5577481001935,157.679795838617,114.719434667932,102.701294642512,97.7957611368047,0.790294249477092
"A1","B1",119.050618472762,66.5114159814114,159.628064143679,106.953320932148,100.505825492357,97.5620695799182,4.91769884064684
"A1","B1",115.884894263594,66.9881353428864,160.120727025136,109.31571513257,99.3151041362212,96.7663226755747,1.96155564273391
"A1","B1",116.798261888716,67.3513468306979,154.962311609962,106.168175766208,102.229610621286,97.1540036069289,-1.19807981594279
"A1","B1",116.291425906043,67.4953835271677,157.607325520801,107.36084484894,100.551953189998,97.6686480655277,-0.649532203648683
"A1","B1",118.445737316217,66.8344661131432,157.843678926805,107.698489001505,108.910895772403,97.6643196909098,-1.88046592619228
"A1","B1",116.889206986416,66.9971367000829,158.28360303899,105.344028878879,106.253588545838,97.7286103044352,-2.46841040217417
"A1","B1",117.325801992701,67.4053402932353,153.65090870804,106.898642220192,113.435919318407,97.8697636633408,-1.5721566487943
"A1","B1",116.00686154441,67.2046889093622,154.869027045622,105.780036706921,104.137201329786,97.1310727914248,1.20638440638449
"A1","B1",118.311577999845,66.5290961343284,158.840028030486,105.377429663506,103.901553585425,97.9644061347524,1.89517034791394
"A1","B1",117.339994216303,67.4889429228789,157.401255013909,104.46632812646,103.722701867535,97.8743184891758,0.114315843628692
"A1","B1",118.389944282489,67.769692094783,153.723658674302,109.135076940714,90.7149926298857,97.7128911700784,0.831848191398437
"A1","B1",117.367515262828,66.4489928058701,159.156544406564,107.509958003793,98.0619177797955,97.5339714387859,2.90913615118271
"A1","B1",116.420902939348,65.7887762056993,160.23277180801,103.37601242737,99.7446352234926,97.6617071760116,8.20703803179361
"A1","B1",114.745361048102,66.6952100340302,153.235081309118,107.069343386429,100.602500949241,97.6821597059285,4.134739083119
"A1","B1",117.085524432195,66.9540097416325,156.10824855261,105.448696587386,102.09511455489,98.1131987170725,-2.69416822277505
"A1","B1",119.578074397337,67.1658962932623,155.707493804798,101.211163394988,100.849282383937,96.6225320876976,2.3834381462041
"A1","B1",119.032099883669,66.2933991566875,155.567577260378,104.322941647414,118.640012271872,97.4717879000229,6.30587343231617
"A1","B1",114.380741768482,66.5614060129799,159.857262326498,110.29749352422,102.075223447881,97.2406950832227,3.86701518389552
"A1","B1",117.788630534262,67.7433042476028,154.207290927712,102.801607349507,103.387457980523,97.3790238666205,1.62337947489366
"A1","B1",117.436643335622,67.0278265226455,158.640228066633,102.099641998593,105.881301464773,98.2160978237011,-4.11645089336613
"A1","B1",118.493443413258,67.0990892692073,155.779251375665,109.079312693472,108.6085210694,97.7909571536195,3.73622325347295
"A1","B1",114.884008787201,66.0343234644878,152.805006001676,105.91202186446,97.0613222028092,96.9714848076274,7.93871296855497
"A1","B1",116.260011335478,67.2341817391761,153.58085298245,106.33933222333,85.5699477767647,97.7293959639169,1.55678162904348
"A1","B1",117.801794744552,66.8308944304629,151.386188357533,105.28451479814,108.048611592632,97.4712986850539,4.05448928958281
"A1","B1",115.654972768831,66.8506685183611,151.421056294527,109.387041939617,103.439544176906,97.790233455286,3.31107176714402
"A1","B1",116.604835179415,67.3487873571141,156.053980098646,102.488396358035,103.597584659217,97.5154583695731,-0.171720454101644
"A1","B1",115.367565044369,66.5328207994505,159.631093977354,109.480819806074,93.8135181917385,98.2010598516095,5.0304739299535
"A1","B1",119.560840161439,67.2720636690239,155.001831600603,103.415995874621,108.50375639264,97.6212234910482,3.56456381683049
"A1","B1",115.986469823927,66.7535021435996,150.749851683963,106.45515974069,105.418773306246,97.643527979113,5.08712688494958
"A1","B1",116.624140140505,67.059521198929,157.787802041209,107.6701506461,107.651263507545,97.8264709983853,-1.1385013774709
"A1","B1",114.162826828043,67.6883874610746,158.734937258776,106.882143602435,100.231205555533,97.6680096088009,6.085962002539
"A1","B1",113.755933673745,66.8962911758826,150.146818791707,107.807757923455,98.4002263031298,97.5813076716517,18.0329960990026
"A1","B1",120.353482916571,66.7826288314694,160.797124164099,108.271611304467,97.2593857920606,97.6474237148213,12.4671374198094
"A1","B1",116.788032992559,67.2539955103933,155.871776142846,107.192999758232,105.544255882277,97.9292499857306,-2.5168676138769
"A1","B1",115.95187531733,66.6810144842463,157.463753039924,103.347177075347,97.0811533671306,97.4094428072553,-1.06584797795021
"A1","B1",115.720940911875,67.2516780694669,155.401770411258,106.126136068241,87.84085581915,97.6448527367166,1.50181745352884
"A1","B1",117.74660469913,66.3485595215702,152.716879938732,107.259155670016,105.366142278321,97.4099298387355,2.89347907707344
"A1","B1",120.365915579447,66.8629476833906,157.714843944011,100.377013537397,100.029369953977,97.7839748169163,5.01069794269976
"A1","B1",117.054966744197,66.9287923608415,154.760630433433,99.7074302952225,105.636422068149,96.9910664345375,-0.935616953041743
"A1","B1",120.146622608173,67.1622013001811,153.694680514471,105.447253261008,107.611732977301,96.8898291132523,3.95132318627397
"A1","B1",117.033571611194,66.9302700263396,153.867006442736,103.330440408589,99.0249049535942,98.1196246833389,-0.6335258752965
"A1","B1",117.71148290133,66.1744523167155,156.235324803363,107.199727622756,96.9494009240097,97.2286978013475,4.31794419067196
"A1","B1",115.916813882265,66.9471704821208,162.207685030409,105.058341024864,91.6583999539558,97.2377915889006,3.63235283074493
"A1","B1",119.161363670055,66.5562626991045,153.247966678863,103.705656282033,98.544833000787,97.1752069524125,3.75847528367158
"A1","B1",117.215073508584,67.0660972965977,157.168463475834,108.21769813365,102.541252542815,97.3005629458242,-2.87020396386142
"A1","B1",120.065779894427,66.7901596308496,160.474111038722,106.645901064429,106.006036914227,97.2617656918256,8.39067910666153
"A1","B1",120.14867798598,66.7722165694385,157.483779365643,105.459069804258,97.1362811345036,98.0390023346249,9.97581253844864
"A1","B1",117.627913087642,66.9466721110964,154.944473499671,105.052491595955,96.1398954295715,97.9042841494149,2.55757478659849
"A1","B1",116.811209945426,66.5145075402189,160.114663420943,104.645037862289,107.368815981101,97.2066872396692,0.996793198418815
"A1","B1",117.097220587004,66.8748959574065,154.824313663575,108.049940131092,99.3556650628544,97.4190605770299,-0.625437034481889
"A1","B1",116.496628623081,67.0187407716163,154.9477382485,107.972962825047,104.244810270128,96.9094422231139,-1.40326627766048
"A1","B1",116.667791853457,67.3346471560599,156.558149435945,102.251064543627,99.6789225614407,98.2300215064058,-2.55576620151342
"A1","B1",115.153409817697,67.3735224952635,158.937268127792,105.993736308273,96.1339851199582,97.2101532734737,3.19904741105549
"A1","B1",111.895417425916,66.8399385880716,158.738220051533,103.741631692719,110.826508165733,97.6880479932282,16.5497245336092
"A1","B1",118.191352397002,67.7897415269065,158.108122247171,106.00785961754,104.001026576963,97.8093018307398,-0.340069669145691
"A1","B1",119.069281927921,66.2731134399106,158.092502520957,108.500414506875,113.894462923364,97.7339454395689,7.0548104755291
"A1","B1",119.293985987644,66.3900707886082,153.984613357801,104.611567403578,101.357597112258,97.6404823345929,7.45208564082053
"A1","B1",120.29116379777,66.9348974050872,155.439192836608,105.999463101075,95.6293926113093,97.7712920283781,3.88098470327793
"A1","B1",118.789937894987,66.5794542284701,159.687158687763,105.802200121229,110.592955503249,97.9763151639871,-0.138350997719951
"A1","B1",115.048701833542,66.9787412465358,152.746648963802,109.385015706788,114.454006718007,96.651283325242,5.46367993491077
"A1","B1",119.874194536912,66.8230277392578,155.931093278245,107.329495208403,98.0080851686901,97.4613906346062,3.07359761694966
"A1","B1",118.362686808059,67.3588334689277,156.566492299362,105.248251890098,92.5776744802288,97.2283368171724,-1.69858597958804
"A1","B1",118.323412138913,66.1197259332835,149.908670284251,104.055672103538,106.87820486261,97.3907799449044,10.6814602430648
"A1","B1",120.245364622606,66.9702606081454,150.419010161413,99.4243839023015,105.004210256632,97.427331362571,12.7282077335454
"A1","B1",120.051383350525,67.2190885541137,156.665086572756,104.439281604602,88.8422396112179,97.7475219265867,3.38441536310358
"A1","B1",118.480116644981,67.6932247453377,159.580927703044,102.290191295219,92.8154098426524,98.0242161617701,-0.794686228157848
"A1","B1",116.681621989535,67.473458155432,155.459025053808,104.563944938831,116.297222109888,97.2009003450948,-1.83081735642131
"A1","B1",116.936072372761,66.8903267417725,157.229818283545,102.247568115368,103.164096535361,97.2796163257685,-1.46126461501442
"A1","B1",122.356616830243,66.7793492959472,161.01643609712,108.309255489636,106.026905057192,97.6134072149096,25.8693766154359
"A1","B1",120.200042347768,67.1238761215533,162.320219400993,102.431087514285,106.259706742105,97.416509243971,12.2529894895599
"A1","B1",117.899210062356,66.7964890321903,154.871928427966,102.318272813789,94.6052491905806,97.6369504903941,-3.07673723160007
"A1","B1",117.330462486272,66.6240139058241,155.68809519043,101.824316364209,107.744779247342,98.0957925055829,0.535251206620421
"A1","B1",117.563274054958,67.1454268095903,154.422638760363,102.971750044395,108.895260395909,97.3229512803808,-3.03077271907713
"A1","B1",118.51413360973,67.2928225270409,159.755694081641,100.035327531063,113.607506458163,97.4732478212458,0.00138413315143704
"A1","B1",117.458965091479,66.8497971846577,156.434882524114,107.33437432037,89.439159047996,97.7574528151244,-0.735054676619905
"A1","B1",119.57813334801,66.4460973359302,161.748432461001,106.48499444541,100.003967114757,96.9518406826238,9.05922382477073
"A1","B1",118.197889344204,67.2748493233099,158.570647974896,107.280131770481,101.434135168782,97.5710660081161,-3.06601098259136
"A1","B1",117.898372701778,66.9443749340897,155.503302253246,106.338364042341,101.443290803922,97.5958363537342,0.0924190297850712
"A1","B1",114.036261357869,67.476316003527,161.563125890898,105.137936372366,102.711496779329,97.6965710418765,7.77770789147693
"A1","B1",116.061288241514,66.6071125773607,153.071355276924,105.295822373956,106.243388262139,97.872449910743,4.38603188036966
"A1","B1",122.760070743708,66.3794476859151,159.603208957426,106.894514139556,99.563412699977,98.4858947246587,29.5693087013672
"A1","B1",118.059369300397,67.2085235724184,156.026744626865,109.362594228359,94.9197924338524,97.4662770313104,-1.46848632923171
"A1","B1",119.363366156174,66.675622197456,155.14400431007,104.816167541554,105.824924325722,97.5322518641355,5.15780029704087
"A1","B1",117.366686817539,66.4369732145798,158.957507316998,109.705455009847,98.6275892968061,97.3158060547352,-0.166327726696221
"A1","B1",119.834955303711,66.9149545565483,150.053382421087,106.250634888335,101.999858608171,98.096246316101,11.6462732425925
"A1","B1",115.47911155647,66.8346703421505,152.876944922234,106.617714669138,107.945853757285,98.0261008449679,2.29390646254236
"A1","B1",117.876422690627,65.9714520778355,155.515963412227,111.158829778654,86.4174721920706,97.4185557463395,6.33269277019273
"A1","B1",117.622344732918,67.3938526920874,153.585758636978,102.734672262134,90.3689044447922,97.8750495591205,-0.611899712083037
"A1","B1",117.425152774349,67.3404901520995,155.892113506211,105.765095573079,99.785725547392,97.3322063099808,-1.35824909619877
"A1","B1",117.509582911121,66.8363136072517,153.668897401809,104.637477414655,101.180004952002,97.3703994386645,2.05835931467443
"A1","B1",116.782484958257,67.0909108337419,157.552806531698,103.232396881518,107.752917523485,97.1631992611598,-6.30870789290602
"A1","B1",114.737527906035,66.92135422146,157.510033494346,103.38036013591,97.650873808517,97.9551560038821,3.88298447345771
"A1","B1",119.538073771401,65.8606657327785,158.384577758418,106.347018633335,103.971599186238,98.0225354289632,14.4554985268123
"A1","B1",120.276082254107,66.5937743731497,155.614008306754,103.592578903737,91.5458547880581,97.6426828716542,6.13578508802882
"A1","B1",115.06538616949,67.0543038611793,158.110069456169,109.3564011335,93.3131048512157,97.8345765479967,2.15245529895287
"A1","B1",117.397613874866,67.0329717410441,154.522889755868,103.497411667428,101.369578545895,97.5980254892402,-1.39314114116528
"A1","B1",118.202999709865,67.1058065498374,156.34964754696,107.612964413287,99.038951532617,97.8336849004032,-4.0936578027578
"A1","B1",117.559002561499,67.3234190208481,154.763445337754,106.27088475722,97.7247277783932,98.1810019927873,1.27670793436148
"A1","B1",117.490548829909,66.5896151617286,149.604886348088,109.851198084888,92.3808616375162,96.9197217524882,5.49892396210901
"A1","B1",116.002592260165,67.8602058990119,155.601133375771,106.062202968143,100.273317234055,97.3017313755591,0.375878814088188
"A1","B1",115.315731214844,66.6952334167412,155.582861195174,100.366915091071,98.8290571493237,97.4157949336795,3.81923954015935
"A1","B1",116.763372993873,66.2756287684218,155.046535522068,106.319176797511,96.1851218781167,97.3906588347747,2.76033600178927
"A2","B1",117.933972422849,66.5115455469689,157.319378851547,107.848689751725,111.864841536238,97.5870801957107,1.81502009559702
"A2","B1",116.395892198102,67.7806529116233,156.309956595481,104.406127850392,104.230796250448,97.3646417703767,-1.08473452992885
"A2","B1",119.969964734665,67.4815450700715,157.495256829862,102.821690684483,105.884549747519,97.7260558792129,-0.885443514857484
"A2","B1",117.366884601215,66.891615565622,161.384278667145,104.981369640176,97.9358330516201,97.3627271346717,0.229258544343072
"A2","B1",118.441744236858,66.0855184724492,155.610083849772,105.074730521246,94.1827076511396,97.703150997732,7.83121514653787
"A2","B1",117.667709018603,67.4036860817077,154.719593891788,101.33053536238,105.443933176719,97.7586481235446,-1.5413293530887
"A2","B1",118.845197371057,65.9858382735136,153.101713179803,105.920210341628,107.40576259386,98.1194287901335,8.8748695429901
"A2","B1",116.457743478573,66.3352344462727,158.720241328906,101.200519976702,104.238941922711,97.9994965559747,4.17498209634929
"A2","B1",114.914564081597,66.499566902617,159.205678841584,105.21268990749,100.375896050719,98.3672678091024,4.37773093251563
"A2","B1",115.553254752997,66.8375756486001,160.835121928311,106.854938975415,97.7381120894919,98.1093520640462,3.79573186800567
"A2","B1",119.203461411926,66.8226718619059,154.703563099751,104.257880499268,102.131072719782,97.4362650788148,0.788873718820308
"A2","B1",118.512135495878,66.5908175622728,156.303563773434,104.641717542218,109.325689921611,97.9604829037166,0.876937395737582
"A2","B1",117.890908540098,66.5855966682366,155.521360511758,111.183214321341,110.053916692916,98.0990287141597,2.4051009349758
"A2","B1",113.841345031749,66.7909345441333,152.340500380957,108.539307144094,103.484040338942,97.8088018274072,13.8129820298511
"A2","B1",116.343451072728,67.1107209456413,155.372944075182,110.115928129034,86.9123505419892,98.072060707675,-1.72137710003737
"A2","B1",117.463466150996,66.8063232558468,158.846279306169,106.048422269233,105.594283292082,97.577475789846,3.10831760965474
"A2","B1",114.377928999681,67.3097863090257,152.247816378657,110.741015868875,92.2004873138485,97.7949378333342,4.4056393660644
"A2","B1",118.317972594311,67.4741527417375,156.201977032215,107.125540523378,99.267934854034,98.1994515280629,-0.739594400493981
"A2","B1",116.423919129144,66.9819235270707,158.070872298199,103.405973654598,110.585621440712,97.8316030109436,1.31000259375616
"A2","B1",116.61988510082,66.6106858632476,158.919206500034,106.648450579165,106.613762730558,97.3571224273987,-0.507031660568999
"A2","B1",119.818948298023,67.2234531137002,155.982763893962,103.6301961297,111.143735950328,97.5536501695892,2.55358701795448
"A2","B1",116.514356403168,66.1592120580999,157.607286507374,104.226353870407,109.306475016376,98.0628769760668,6.70233120465824
"A2","B1",115.895920380138,66.9134883584266,149.454451318138,105.280532232802,112.733165659294,97.8554976664748,11.448423413669
"A2","B1",117.628289098446,66.167036179034,155.822770884993,110.663778964854,87.9288128530409,97.8534703364769,6.20137544558517
"A2","B1",117.901951990171,67.1852188906892,158.589732315692,104.831697292801,114.339427257635,97.8292532813618,-3.45057413160196
"A2","B1",117.377542604548,66.5889126231598,157.008836044406,112.997408751821,100.791231324883,97.1449786754398,0.981614999595834
"A2","B1",120.042696572136,66.2792948411125,156.677618575579,105.33448400675,98.3244904236178,97.6726896331399,9.08577164153482
"A2","B1",117.956810978593,66.6417337719733,154.041058738802,104.68408444625,108.336071659777,97.8820976356206,1.51820603988502
"A2","B1",119.361427786672,66.0572931440994,154.879727436192,99.409867609769,92.9228664484884,97.2848604716765,12.8717596727949
"A2","B1",118.896284133886,67.1810673368069,157.224717252331,108.654277582712,104.930969562488,97.5197650859653,1.04160273345898
"A2","B1",116.554218114967,67.0700171709187,159.295709501992,107.421294341938,105.110791337299,98.0443516497596,-0.97763011479463
"A2","B1",115.449169433466,67.1745818734387,160.345018523659,110.170106379395,109.788753180382,97.4694425407391,2.02039224934552
"A2","B1",118.154854430302,66.322444464789,159.954776226896,106.135845666254,105.50669821224,97.9102282827328,5.22410826980293
"A2","B1",114.847360066011,66.8289678461691,151.307361650208,108.316369247028,103.420972690221,97.7153842467278,8.94468333765062
"A2","B1",118.042929384702,67.0198434876821,151.483025220423,109.047906187411,98.372599113087,97.91693792143,3.90581764087934
"A2","B1",116.095652594421,66.7318730460701,161.539245499408,104.76888902563,100.773739120673,97.2799116445756,3.16699447034224
"A2","B1",115.501149385645,66.6980145407964,155.689348401767,104.563798364082,107.828954104024,97.7616146367222,2.79939711680414
"A2","B1",117.145570113537,66.4045855843901,157.124929191124,103.358965038292,115.942595390509,98.1649595343718,1.93557364023433
"A2","B1",118.215829371985,66.8575642471516,157.519367487422,109.448039825807,104.008676578421,97.7371163775202,-1.42835427467353
"A2","B1",117.466325456236,66.5218651307854,155.781819882571,102.930123668889,110.644270413428,97.7108045960895,0.569637056400644
"A2","B1",116.303249743776,67.3962766204559,155.303367452567,100.997238144795,102.66023985501,97.8540121329809,1.30656841561026
